transaction_id,date,department,expense_category,vendor,amount_inr,cost_center,approved_by,description
TXN00668,2025-06-28,HR,Training & Seminars,NIIT,74500.0,CC-HR-3,EMP1023,Training & Seminars - routine hr expense
TXN00207,2025-06-29,Finance,Fuel & POL,BPCL,137500.0,CC-FIN-3,EMP1047,Fuel & POL - routine finance expense
TXN00879,2025-06-29,HR,Fuel & POL,IndianOil Corp,214500.0,CC-HR-1,EMP1003,Fuel & POL - routine hr expense
TXN00438,2025-06-29,HSE,Fuel & POL,IndianOil Corp,142300.0,CC-HSE-3,EMP1002,Fuel & POL - routine hse expense
TXN00812,2025-06-29,Finance,Contractor Payment,Reliance Infra Services,574200.0,CC-FIN-2,EMP1024,Contractor Payment - routine finance expense
TXN00173,2025-06-29,Maintenance,Fuel & POL,HPCL,36200.0,CC-MAI-1,EMP1010,Fuel & POL - routine maintenance expense
TXN01454,2025-06-30,Drilling,Travel & Conveyance,Air India,9800.0,CC-DRI-2,EMP1011,Travel & Conveyance - routine drilling expense
TXN00569,2025-06-30,Admin,Training & Seminars,Internal Training Cell,38000.0,CC-ADM-2,EMP1039,Training & Seminars - routine admin expense
TXN01568,2025-06-30,HR,Utilities,State Electricity Board,29300.0,CC-HR-3,EMP1021,Utilities - routine hr expense
TXN01259,2025-06-30,IT,Office Supplies,Staples India,3300.0,CC-IT-1,EMP1040,Office Supplies - routine it expense
TXN01023,2025-07-01,Logistics,Catering & Hospitality,Taj Catering Services,5200.0,CC-LOG-3,EMP1011,Catering & Hospitality - routine logistics expense
TXN00139,2025-07-01,Admin,Contractor Payment,Local Contractor Pvt Ltd,1152700.0,CC-ADM-1,EMP1019,Contractor Payment - routine admin expense
TXN01173,2025-07-01,HR,IT Services & Software,TCS,81100.0,CC-HR-2,EMP1042,IT Services & Software - routine hr expense
TXN01552,2025-07-01,Logistics,Contractor Payment,Tata Projects,384800.0,CC-LOG-2,EMP1018,Contractor Payment - routine logistics expense
TXN00250,2025-07-01,Drilling,Fuel & POL,IndianOil Corp,73400.0,CC-DRI-2,EMP1019,Fuel & POL - routine drilling expense
TXN01607,2025-07-01,Maintenance,Contractor Payment,Tata Projects,1049500.0,CC-MAI-3,EMP1003,Contractor Payment - routine maintenance expense
TXN00557,2025-07-02,Logistics,Fuel & POL,IndianOil Corp,105600.0,CC-LOG-3,EMP1000,Fuel & POL - routine logistics expense
TXN00085,2025-07-02,Procurement,Office Supplies,Local Stationery Mart,6600.0,CC-PRO-3,EMP1019,Office Supplies - routine procurement expense
TXN00804,2025-07-02,Finance,Equipment Maintenance,Local Workshop Co,447400.0,CC-FIN-3,EMP1049,Equipment Maintenance - routine finance expense
TXN00126,2025-07-02,IT,Equipment Maintenance,Larsen & Toubro,413300.0,CC-IT-1,EMP1008,Equipment Maintenance - routine it expense
TXN00410,2025-07-02,HSE,Training & Seminars,Internal Training Cell,34300.0,CC-HSE-1,EMP1011,Training & Seminars - routine hse expense
TXN00025,2025-07-02,Drilling,Training & Seminars,IIM Institute,34100.0,CC-DRI-2,EMP1038,Training & Seminars - routine drilling expense
TXN00326,2025-07-02,Drilling,Equipment Maintenance,Schlumberger,129800.0,CC-DRI-2,EMP1040,Equipment Maintenance - routine drilling expense
TXN00693,2025-07-02,Logistics,Training & Seminars,IIM Institute,36700.0,CC-LOG-1,EMP1034,Training & Seminars - routine logistics expense
TXN01447,2025-07-03,IT,IT Services & Software,Local IT Vendor,301700.0,CC-IT-2,EMP1046,IT Services & Software - routine it expense
TXN01035,2025-07-03,HR,Catering & Hospitality,Local Caterers Assoc,38700.0,CC-HR-2,EMP1028,Catering & Hospitality - routine hr expense
TXN00635,2025-07-03,Admin,Training & Seminars,IIM Institute,20900.0,CC-ADM-1,EMP1035,Training & Seminars - routine admin expense
TXN01757,2025-07-03,Logistics,Travel & Conveyance,IRCTC,35900.0,CC-LOG-1,EMP1003,Travel & Conveyance - routine logistics expense
TXN01401,2025-07-03,Production,Office Supplies,Staples India,11900.0,CC-PRO-3,EMP1025,Office Supplies - routine production expense
TXN01310,2025-07-03,IT,Travel & Conveyance,IRCTC,40100.0,CC-IT-3,EMP1049,Travel & Conveyance - routine it expense
TXN00089,2025-07-04,HR,Equipment Maintenance,Local Workshop Co,54000.0,CC-HR-3,EMP1016,Equipment Maintenance - routine hr expense
TXN00719,2025-07-04,HSE,Contractor Payment,Local Contractor Pvt Ltd,1615600.0,CC-HSE-2,EMP1046,Contractor Payment - routine hse expense
TXN00008,2025-07-04,Drilling,Training & Seminars,Internal Training Cell,16300.0,CC-DRI-2,EMP1005,Training & Seminars - routine drilling expense
TXN01053,2025-07-04,Procurement,Office Supplies,Staples India,7100.0,CC-PRO-1,EMP1027,Office Supplies - routine procurement expense
TXN01422,2025-07-04,Drilling,IT Services & Software,Local IT Vendor,114000.0,CC-DRI-1,EMP1049,IT Services & Software - routine drilling expense
TXN01220,2025-07-05,Drilling,Fuel & POL,IndianOil Corp,124800.0,CC-DRI-3,EMP1047,Fuel & POL - routine drilling expense
TXN00170,2025-07-05,Procurement,Utilities,State Electricity Board,11900.0,CC-PRO-3,EMP1005,Utilities - routine procurement expense
TXN01547,2025-07-06,IT,Training & Seminars,IIM Institute,35200.0,CC-IT-1,EMP1048,Training & Seminars - routine it expense
TXN01665,2025-07-06,IT,IT Services & Software,TCS,142000.0,CC-IT-2,EMP1031,IT Services & Software - routine it expense
TXN01138,2025-07-07,HSE,Fuel & POL,IndianOil Corp,245000.0,CC-HSE-1,EMP1025,Fuel & POL - routine hse expense
TXN01096,2025-07-07,Admin,Training & Seminars,Internal Training Cell,72800.0,CC-ADM-2,EMP1039,Training & Seminars - routine admin expense
TXN00484,2025-07-07,HSE,Contractor Payment,Local Contractor Pvt Ltd,694000.0,CC-HSE-1,EMP1042,Contractor Payment - routine hse expense
TXN01156,2025-07-07,HSE,Catering & Hospitality,Taj Catering Services,67603.093317987,CC-HSE-3,EMP1019,Catering & Hospitality - routine hse expense (unusually high amount)
TXN01741,2025-07-08,Maintenance,Equipment Maintenance,Larsen & Toubro,18300.0,CC-MAI-1,EMP1010,Equipment Maintenance - routine maintenance expense
TXN01432,2025-07-08,Admin,Catering & Hospitality,Local Caterers Assoc,45900.0,CC-ADM-2,EMP1004,Catering & Hospitality - routine admin expense
TXN00359,2025-07-08,Admin,Utilities,Municipal Water Dept,143800.0,CC-ADM-2,EMP1030,Utilities - routine admin expense
TXN00252,2025-07-08,IT,Training & Seminars,Internal Training Cell,69900.0,CC-IT-2,EMP1008,Training & Seminars - routine it expense
TXN01181,2025-07-08,Finance,Fuel & POL,IndianOil Corp,244100.0,CC-FIN-3,EMP1024,Fuel & POL - routine finance expense
TXN01320,2025-07-08,Finance,IT Services & Software,Microsoft India,307000.0,CC-FIN-3,EMP1036,IT Services & Software - routine finance expense
TXN00466,2025-07-08,Finance,Travel & Conveyance,IRCTC,41400.0,CC-FIN-3,EMP1030,Travel & Conveyance - routine finance expense
TXN00220,2025-07-09,Maintenance,Office Supplies,Staples India,11600.0,CC-MAI-3,EMP1000,Office Supplies - routine maintenance expense
TXN00179,2025-07-09,Maintenance,Equipment Maintenance,Larsen & Toubro,9400.0,CC-MAI-2,EMP1011,Equipment Maintenance - routine maintenance expense
TXN00533,2025-07-09,HR,Utilities,Municipal Water Dept,133900.0,CC-HR-3,EMP1040,Utilities - routine hr expense
TXN00934,2025-07-09,Logistics,Contractor Payment,Tata Projects,476600.0,CC-LOG-2,EMP1003,Contractor Payment - routine logistics expense
TXN01378,2025-07-09,Logistics,Contractor Payment,Local Contractor Pvt Ltd,990700.0,CC-LOG-3,EMP1048,Contractor Payment - routine logistics expense
TXN00353,2025-07-09,HSE,Contractor Payment,Reliance Infra Services,1415500.0,CC-HSE-1,EMP1044,Contractor Payment - routine hse expense
TXN00411,2025-07-10,Maintenance,IT Services & Software,Wipro,318000.0,CC-MAI-1,EMP1028,IT Services & Software - routine maintenance expense
TXN00468,2025-07-10,Production,Fuel & POL,BPCL,199000.0,CC-PRO-2,EMP1016,Fuel & POL - routine production expense
TXN01273,2025-07-10,HSE,Office Supplies,Local Stationery Mart,10100.0,CC-HSE-2,EMP1039,Office Supplies - routine hse expense
TXN01710,2025-07-10,Admin,Equipment Maintenance,Larsen & Toubro,497400.0,CC-ADM-2,EMP1004,Equipment Maintenance - routine admin expense
TXN00088,2025-07-10,Procurement,Training & Seminars,NIIT,38100.0,CC-PRO-2,EMP1007,Training & Seminars - routine procurement expense
TXNOS004,2025-07-11,Maintenance,Equipment Maintenance,Local Workshop Co,532600.0,CC-MAI-1,EMP1012,Equipment Maintenance - recurring high-cost vendor
TXN00027,2025-07-11,Logistics,Equipment Maintenance,BHEL,251300.0,CC-LOG-1,EMP1000,Equipment Maintenance - routine logistics expense
TXN00854,2025-07-11,Finance,Training & Seminars,NIIT,79000.0,CC-FIN-2,EMP1000,Training & Seminars - routine finance expense
TXN01571,2025-07-11,HR,Office Supplies,Local Stationery Mart,11700.0,CC-HR-2,EMP1043,Office Supplies - routine hr expense
TXN01168,2025-07-11,HR,Contractor Payment,Local Contractor Pvt Ltd,609200.0,CC-HR-3,EMP1041,Contractor Payment - routine hr expense
TXN01147,2025-07-11,Logistics,Utilities,Municipal Water Dept,96400.0,CC-LOG-2,EMP1021,Utilities - routine logistics expense
TXN01796,2025-07-11,HR,Training & Seminars,Internal Training Cell,59700.0,CC-HR-3,EMP1021,Training & Seminars - routine hr expense
TXN01279,2025-07-12,Production,Catering & Hospitality,Taj Catering Services,12000.0,CC-PRO-2,EMP1007,Catering & Hospitality - routine production expense
TXN00358,2025-07-12,Admin,Office Supplies,Local Stationery Mart,3800.0,CC-ADM-3,EMP1034,Office Supplies - routine admin expense
TXN01235,2025-07-13,Finance,Office Supplies,Local Stationery Mart,4400.0,CC-FIN-2,EMP1037,Office Supplies - routine finance expense
TXN00212,2025-07-13,HSE,Training & Seminars,IIM Institute,63000.0,CC-HSE-3,EMP1009,Training & Seminars - routine hse expense
TXN01735,2025-07-13,Admin,Travel & Conveyance,IRCTC,43400.0,CC-ADM-2,EMP1046,Travel & Conveyance - routine admin expense
TXN01215,2025-07-14,Admin,Travel & Conveyance,IRCTC,39800.0,CC-ADM-1,EMP1027,Travel & Conveyance - routine admin expense
TXN00544,2025-07-14,Drilling,Office Supplies,Local Stationery Mart,3300.0,CC-DRI-1,EMP1018,Office Supplies - routine drilling expense
TXN01611,2025-07-14,Drilling,Catering & Hospitality,Local Caterers Assoc,8900.0,CC-DRI-2,EMP1016,Catering & Hospitality - routine drilling expense
TXN00550,2025-07-14,Production,Equipment Maintenance,Larsen & Toubro,446200.0,CC-PRO-2,EMP1037,Equipment Maintenance - routine production expense
TXN01216,2025-07-14,Maintenance,Travel & Conveyance,Air India,3700.0,CC-MAI-2,EMP1036,Travel & Conveyance - routine maintenance expense
TXN01213,2025-07-14,HR,IT Services & Software,Microsoft India,320700.0,CC-HR-1,EMP1032,IT Services & Software - routine hr expense
TXN01564,2025-07-14,Procurement,Equipment Maintenance,Larsen & Toubro,79500.0,CC-PRO-3,EMP1022,Equipment Maintenance - routine procurement expense
TXN01467,2025-07-14,HR,Contractor Payment,Local Contractor Pvt Ltd,1335700.0,CC-HR-1,EMP1042,Contractor Payment - routine hr expense
TXN00435,2025-07-15,Procurement,Contractor Payment,Tata Projects,660800.0,CC-PRO-1,EMP1036,Contractor Payment - routine procurement expense
TXN01228,2025-07-15,Procurement,Contractor Payment,Local Contractor Pvt Ltd,256900.0,CC-PRO-1,EMP1017,Contractor Payment - routine procurement expense
TXN00983,2025-07-16,Maintenance,IT Services & Software,Microsoft India,52300.0,CC-MAI-2,EMP1011,IT Services & Software - routine maintenance expense
TXN01252,2025-07-16,HSE,IT Services & Software,Wipro,147600.0,CC-HSE-1,EMP1030,IT Services & Software - routine hse expense
TXN01581,2025-07-16,Logistics,Equipment Maintenance,Schlumberger,402600.0,CC-LOG-2,EMP1048,Equipment Maintenance - routine logistics expense
TXN00652,2025-07-16,Logistics,Fuel & POL,BPCL,70700.0,CC-LOG-3,EMP1025,Fuel & POL - routine logistics expense
TXN01249,2025-07-16,Procurement,Travel & Conveyance,Air India,25000.0,CC-PRO-2,EMP1042,Travel & Conveyance - routine procurement expense
TXN01697,2025-07-16,Maintenance,Catering & Hospitality,Taj Catering Services,8100.0,CC-MAI-2,EMP1008,Catering & Hospitality - routine maintenance expense
TXN00815,2025-07-16,HR,Travel & Conveyance,Local Taxi Union,39100.0,CC-HR-1,EMP1015,Travel & Conveyance - routine hr expense
TXN00414,2025-07-16,Admin,Utilities,State Electricity Board,84600.0,CC-ADM-2,EMP1040,Utilities - routine admin expense
TXN00228,2025-07-16,HSE,Equipment Maintenance,BHEL,585000.0,CC-HSE-1,EMP1024,Equipment Maintenance - routine hse expense
TXN01131,2025-07-16,HR,Office Supplies,Local Stationery Mart,10500.0,CC-HR-2,EMP1045,Office Supplies - routine hr expense
TXN00858,2025-07-16,HR,Utilities,State Electricity Board,82800.0,CC-HR-3,EMP1029,Utilities - routine hr expense
TXN01176,2025-07-17,IT,Fuel & POL,IndianOil Corp,137600.0,CC-IT-3,EMP1017,Fuel & POL - routine it expense
TXN01195,2025-07-17,Procurement,Utilities,Municipal Water Dept,21100.0,CC-PRO-2,EMP1000,Utilities - routine procurement expense
TXN00325,2025-07-17,Drilling,Training & Seminars,NIIT,4600.0,CC-DRI-1,EMP1008,Training & Seminars - routine drilling expense
TXN00987,2025-07-17,Logistics,Travel & Conveyance,Air India,20800.0,CC-LOG-2,EMP1040,Travel & Conveyance - routine logistics expense
TXN00455,2025-07-17,Finance,Equipment Maintenance,Local Workshop Co,596800.0,CC-FIN-3,EMP1002,Equipment Maintenance - routine finance expense
TXN01468,2025-07-17,Logistics,Office Supplies,Local Stationery Mart,1600.0,CC-LOG-3,EMP1018,Office Supplies - routine logistics expense
TXN01322,2025-07-18,Admin,Equipment Maintenance,BHEL,382900.0,CC-ADM-1,EMP1038,Equipment Maintenance - routine admin expense
TXN01200,2025-07-18,Logistics,Office Supplies,Staples India,700.0,CC-LOG-1,EMP1042,Office Supplies - routine logistics expense
TXN00886,2025-07-18,Drilling,Equipment Maintenance,Larsen & Toubro,546500.0,CC-DRI-1,EMP1002,Equipment Maintenance - routine drilling expense
TXN01250,2025-07-18,Production,Fuel & POL,HPCL,90000.0,CC-PRO-2,EMP1022,Fuel & POL - routine production expense
TXN01374,2025-07-18,Procurement,Utilities,State Electricity Board,115600.0,CC-PRO-2,EMP1008,Utilities - routine procurement expense
TXN00989,2025-07-19,HSE,IT Services & Software,TCS,109900.0,CC-HSE-2,EMP1019,IT Services & Software - routine hse expense
TXN00675,2025-07-19,Admin,Travel & Conveyance,Air India,31200.0,CC-ADM-3,EMP1045,Travel & Conveyance - routine admin expense
TXN01579,2025-07-19,HSE,Contractor Payment,Local Contractor Pvt Ltd,213600.0,CC-HSE-3,EMP1037,Contractor Payment - routine hse expense
TXN01439,2025-07-19,Logistics,Travel & Conveyance,Local Taxi Union,24200.0,CC-LOG-2,EMP1030,Travel & Conveyance - routine logistics expense
TXN00459,2025-07-19,HSE,Equipment Maintenance,Larsen & Toubro,573400.0,CC-HSE-1,EMP1033,Equipment Maintenance - routine hse expense
TXN00400,2025-07-19,IT,Catering & Hospitality,Taj Catering Services,34900.0,CC-IT-3,EMP1034,Catering & Hospitality - routine it expense
TXN00398,2025-07-20,HR,Travel & Conveyance,IRCTC,43400.0,CC-HR-3,EMP1018,Travel & Conveyance - routine hr expense
TXN00760,2025-07-20,HSE,Catering & Hospitality,Local Caterers Assoc,46500.0,CC-HSE-2,EMP1003,Catering & Hospitality - routine hse expense
TXN00944,2025-07-20,Maintenance,Fuel & POL,BPCL,212300.0,CC-MAI-2,EMP1013,Fuel & POL - routine maintenance expense
TXN00465,2025-07-20,IT,Equipment Maintenance,BHEL,1182061.4642410486,CC-IT-3,EMP1021,Equipment Maintenance - routine it expense (unusually high amount)
TXN00524,2025-07-20,Procurement,Training & Seminars,Internal Training Cell,18700.0,CC-PRO-3,EMP1021,Training & Seminars - routine procurement expense
TXN00638,2025-07-20,Finance,Office Supplies,Local Stationery Mart,7200.0,CC-FIN-3,EMP1043,Office Supplies - routine finance expense
TXN01777,2025-07-20,Production,IT Services & Software,Local IT Vendor,78100.0,CC-PRO-1,EMP1020,IT Services & Software - routine production expense
TXN01219,2025-07-20,Admin,Fuel & POL,BPCL,111400.0,CC-ADM-1,EMP1012,Fuel & POL - routine admin expense
TXN01456,2025-07-21,Admin,Equipment Maintenance,BHEL,464100.0,CC-ADM-3,EMP1041,Equipment Maintenance - routine admin expense
TXN01062,2025-07-21,Logistics,Fuel & POL,HPCL,40700.0,CC-LOG-1,EMP1002,Fuel & POL - routine logistics expense
TXN00900,2025-07-21,Maintenance,Training & Seminars,NIIT,54400.0,CC-MAI-3,EMP1013,Training & Seminars - routine maintenance expense
TXN01246,2025-07-21,HSE,Office Supplies,Local Stationery Mart,6200.0,CC-HSE-1,EMP1032,Office Supplies - routine hse expense
TXN01196,2025-07-21,Logistics,Contractor Payment,Tata Projects,806700.0,CC-LOG-3,EMP1011,Contractor Payment - routine logistics expense
TXN01261,2025-07-22,Drilling,Contractor Payment,Reliance Infra Services,1123800.0,CC-DRI-3,EMP1008,Contractor Payment - routine drilling expense
TXN00666,2025-07-23,Maintenance,Fuel & POL,IndianOil Corp,96500.0,CC-MAI-3,EMP1045,Fuel & POL - routine maintenance expense
TXN00939,2025-07-23,Finance,Fuel & POL,HPCL,202400.0,CC-FIN-3,EMP1033,Fuel & POL - routine finance expense
TXN00535,2025-07-23,Drilling,Fuel & POL,HPCL,117300.0,CC-DRI-2,EMP1014,Fuel & POL - routine drilling expense
TXN00554,2025-07-23,HSE,Catering & Hospitality,Local Caterers Assoc,41000.0,CC-HSE-3,EMP1001,Catering & Hospitality - routine hse expense
TXN01590,2025-07-23,HR,Training & Seminars,NIIT,53253.01373249727,CC-HR-2,EMP1033,Training & Seminars - routine hr expense (unusually high amount)
TXN00696,2025-07-23,HR,Contractor Payment,Tata Projects,669500.0,CC-HR-2,EMP1007,Contractor Payment - routine hr expense
TXN00750,2025-07-24,Finance,Equipment Maintenance,Larsen & Toubro,516900.0,CC-FIN-3,EMP1032,Equipment Maintenance - routine finance expense
TXN01555,2025-07-24,Maintenance,Fuel & POL,BPCL,176300.0,CC-MAI-2,EMP1036,Fuel & POL - routine maintenance expense
TXN01135,2025-07-24,Procurement,Fuel & POL,IndianOil Corp,185000.0,CC-PRO-1,EMP1009,Fuel & POL - routine procurement expense
TXN01115,2025-07-24,Production,Travel & Conveyance,IRCTC,41800.0,CC-PRO-2,EMP1044,Travel & Conveyance - routine production expense
TXN00877,2025-07-25,Admin,Catering & Hospitality,Local Caterers Assoc,25900.0,CC-ADM-2,EMP1024,Catering & Hospitality - routine admin expense
TXN00540,2025-07-25,Logistics,Catering & Hospitality,Taj Catering Services,41300.0,CC-LOG-2,EMP1036,Catering & Hospitality - routine logistics expense
TXN00743,2025-07-25,Production,Fuel & POL,IndianOil Corp,123300.0,CC-PRO-3,EMP1022,Fuel & POL - routine production expense
TXN00827,2025-07-25,Production,IT Services & Software,Local IT Vendor,285300.0,CC-PRO-3,EMP1041,IT Services & Software - routine production expense
TXN01304,2025-07-26,Admin,Equipment Maintenance,Local Workshop Co,295000.0,CC-ADM-2,EMP1006,Equipment Maintenance - routine admin expense
TXN00421,2025-07-26,Admin,Training & Seminars,IIM Institute,8500.0,CC-ADM-1,EMP1038,Training & Seminars - routine admin expense
TXN00845,2025-07-26,Logistics,Utilities,Municipal Water Dept,168200.0,CC-LOG-2,EMP1016,Utilities - routine logistics expense
TXN00318,2025-07-26,Finance,Fuel & POL,IndianOil Corp,39000.0,CC-FIN-1,EMP1001,Fuel & POL - routine finance expense
TXN00860,2025-07-26,HSE,Equipment Maintenance,Schlumberger,596300.0,CC-HSE-1,EMP1014,Equipment Maintenance - routine hse expense
TXN00597,2025-07-26,Admin,IT Services & Software,Microsoft India,84900.0,CC-ADM-3,EMP1002,IT Services & Software - routine admin expense
TXN00899,2025-07-27,Finance,IT Services & Software,TCS,183700.0,CC-FIN-3,EMP1037,IT Services & Software - routine finance expense
TXN01503,2025-07-27,Production,Contractor Payment,Local Contractor Pvt Ltd,875700.0,CC-PRO-3,EMP1022,Contractor Payment - routine production expense
TXN01574,2025-07-27,IT,IT Services & Software,Wipro,252200.0,CC-IT-2,EMP1019,IT Services & Software - routine it expense
TXN00327,2025-07-27,Production,Catering & Hospitality,Local Caterers Assoc,32800.0,CC-PRO-3,EMP1039,Catering & Hospitality - routine production expense
TXN00825,2025-07-27,HR,Training & Seminars,IIM Institute,31500.0,CC-HR-3,EMP1013,Training & Seminars - routine hr expense
TXN00232,2025-07-27,HSE,Fuel & POL,IndianOil Corp,33500.0,CC-HSE-2,EMP1038,Fuel & POL - routine hse expense
TXN00255,2025-07-27,Production,Office Supplies,Local Stationery Mart,11600.0,CC-PRO-1,EMP1038,Office Supplies - routine production expense
TXN00389,2025-07-28,Production,Contractor Payment,Reliance Infra Services,296200.0,CC-PRO-3,EMP1038,Contractor Payment - routine production expense
TXN00729,2025-07-28,Maintenance,Training & Seminars,NIIT,54900.0,CC-MAI-2,EMP1026,Training & Seminars - routine maintenance expense
TXN00577,2025-07-28,Procurement,Utilities,Municipal Water Dept,165300.0,CC-PRO-2,EMP1048,Utilities - routine procurement expense
TXN01383,2025-07-28,Procurement,Contractor Payment,Local Contractor Pvt Ltd,1689500.0,CC-PRO-3,EMP1045,Contractor Payment - routine procurement expense
TXN00611,2025-07-28,Finance,IT Services & Software,TCS,314800.0,CC-FIN-1,EMP1006,IT Services & Software - routine finance expense
TXN00701,2025-07-28,HSE,Catering & Hospitality,Local Caterers Assoc,54300.0,CC-HSE-3,EMP1002,Catering & Hospitality - routine hse expense
TXN00226,2025-07-28,HSE,Catering & Hospitality,Taj Catering Services,5700.0,CC-HSE-2,EMP1023,Catering & Hospitality - routine hse expense
TXN01486,2025-07-29,Maintenance,Training & Seminars,IIM Institute,4900.0,CC-MAI-2,EMP1010,Training & Seminars - routine maintenance expense
TXN01567,2025-07-29,HSE,IT Services & Software,Wipro,78600.0,CC-HSE-1,EMP1021,IT Services & Software - routine hse expense
TXN01755,2025-07-29,HR,Travel & Conveyance,Air India,39300.0,CC-HR-3,EMP1035,Travel & Conveyance - routine hr expense
TXN00114,2025-07-29,HSE,Utilities,State Electricity Board,152900.0,CC-HSE-1,EMP1016,Utilities - routine hse expense
TXN00559,2025-07-29,HSE,IT Services & Software,TCS,176800.0,CC-HSE-3,EMP1020,IT Services & Software - routine hse expense
TXN00788,2025-07-30,Drilling,Training & Seminars,IIM Institute,52700.0,CC-DRI-2,EMP1007,Training & Seminars - routine drilling expense
TXN00859,2025-07-30,Maintenance,IT Services & Software,Microsoft India,317300.0,CC-MAI-2,EMP1000,IT Services & Software - routine maintenance expense
TXN00957,2025-07-31,HSE,Training & Seminars,Internal Training Cell,57900.0,CC-HSE-1,EMP1048,Training & Seminars - routine hse expense
TXN01222,2025-07-31,Finance,Fuel & POL,HPCL,240100.0,CC-FIN-3,EMP1049,Fuel & POL - routine finance expense
TXN00155,2025-07-31,Drilling,IT Services & Software,Microsoft India,58600.0,CC-DRI-3,EMP1038,IT Services & Software - routine drilling expense
TXN01328,2025-07-31,Admin,Travel & Conveyance,Local Taxi Union,30600.0,CC-ADM-1,EMP1016,Travel & Conveyance - routine admin expense
TXN01714,2025-08-01,HSE,Fuel & POL,HPCL,176500.0,CC-HSE-2,EMP1046,Fuel & POL - routine hse expense
TXN00067,2025-08-01,Maintenance,Equipment Maintenance,Larsen & Toubro,63900.0,CC-MAI-2,EMP1007,Equipment Maintenance - routine maintenance expense
TXN01766,2025-08-01,Finance,IT Services & Software,TCS,32100.0,CC-FIN-3,EMP1005,IT Services & Software - routine finance expense
TXN01786,2025-08-01,Procurement,Equipment Maintenance,Schlumberger,113100.0,CC-PRO-2,EMP1042,Equipment Maintenance - routine procurement expense
TXN01026,2025-08-01,HSE,Training & Seminars,Internal Training Cell,26400.0,CC-HSE-3,EMP1024,Training & Seminars - routine hse expense
TXN00658,2025-08-01,HR,Contractor Payment,Local Contractor Pvt Ltd,925600.0,CC-HR-1,EMP1044,Contractor Payment - routine hr expense
TXN00235,2025-08-02,IT,Training & Seminars,NIIT,51100.0,CC-IT-3,EMP1006,Training & Seminars - routine it expense
TXN00932,2025-08-02,Finance,IT Services & Software,Local IT Vendor,321900.0,CC-FIN-3,EMP1011,IT Services & Software - routine finance expense
TXN00469,2025-08-02,HR,Utilities,Municipal Water Dept,152700.0,CC-HR-1,EMP1028,Utilities - routine hr expense
TXN01601,2025-08-02,HSE,Utilities,Municipal Water Dept,139500.0,CC-HSE-2,EMP1041,Utilities - routine hse expense
TXN01709,2025-08-02,Maintenance,Training & Seminars,Internal Training Cell,11900.0,CC-MAI-2,EMP1029,Training & Seminars - routine maintenance expense
TXN01750,2025-08-02,Drilling,Utilities,State Electricity Board,91100.0,CC-DRI-1,EMP1018,Utilities - routine drilling expense
TXN00667,2025-08-03,Admin,Training & Seminars,Internal Training Cell,68400.0,CC-ADM-1,EMP1011,Training & Seminars - routine admin expense
TXN00406,2025-08-03,HR,Training & Seminars,NIIT,36500.0,CC-HR-1,EMP1021,Training & Seminars - routine hr expense
TXN00769,2025-08-04,Finance,Equipment Maintenance,Larsen & Toubro,66400.0,CC-FIN-3,EMP1035,Equipment Maintenance - routine finance expense
TXN00495,2025-08-04,Drilling,Training & Seminars,Internal Training Cell,15600.0,CC-DRI-2,EMP1023,Training & Seminars - routine drilling expense
TXN00214,2025-08-04,HSE,Fuel & POL,BPCL,181500.0,CC-HSE-2,EMP1017,Fuel & POL - routine hse expense
TXN00177,2025-08-04,Procurement,Equipment Maintenance,Larsen & Toubro,464400.0,CC-PRO-1,EMP1000,Equipment Maintenance - routine procurement expense
TXN01325,2025-08-05,Drilling,Fuel & POL,BPCL,244300.0,CC-DRI-3,EMP1030,Fuel & POL - routine drilling expense
TXN00549,2025-08-05,Drilling,Equipment Maintenance,BHEL,352700.0,CC-DRI-3,EMP1002,Equipment Maintenance - routine drilling expense
TXN00104,2025-08-05,Procurement,Fuel & POL,IndianOil Corp,245300.0,CC-PRO-2,EMP1042,Fuel & POL - routine procurement expense
TXN00440,2025-08-05,IT,Office Supplies,Local Stationery Mart,10100.0,CC-IT-3,EMP1023,Office Supplies - routine it expense
TXN00323,2025-08-06,IT,Travel & Conveyance,IRCTC,18400.0,CC-IT-3,EMP1018,Travel & Conveyance - routine it expense
TXN01628,2025-08-06,HSE,Contractor Payment,Local Contractor Pvt Ltd,1446500.0,CC-HSE-1,EMP1044,Contractor Payment - routine hse expense
TXN01021,2025-08-06,HR,Contractor Payment,Tata Projects,1795400.0,CC-HR-1,EMP1014,Contractor Payment - routine hr expense
TXN01095,2025-08-07,Logistics,Catering & Hospitality,Taj Catering Services,41600.0,CC-LOG-2,EMP1030,Catering & Hospitality - routine logistics expense
TXN00971,2025-08-07,HR,Utilities,Municipal Water Dept,149700.0,CC-HR-1,EMP1030,Utilities - routine hr expense
TXN01688,2025-08-07,Logistics,Travel & Conveyance,Air India,13400.0,CC-LOG-1,EMP1010,Travel & Conveyance - routine logistics expense
TXN00512,2025-08-08,Admin,Contractor Payment,Local Contractor Pvt Ltd,1904300.0,CC-ADM-2,EMP1044,Contractor Payment - routine admin expense
TXN01635,2025-08-08,Finance,Office Supplies,Local Stationery Mart,7800.0,CC-FIN-1,EMP1036,Office Supplies - routine finance expense
TXN01526,2025-08-08,IT,Catering & Hospitality,Local Caterers Assoc,55600.0,CC-IT-1,EMP1011,Catering & Hospitality - routine it expense
